Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An experiment on the effectiveness and efficiency of exploratory testing","Empirical Software Engineering","","20","3","10.1007/s10664-014-9301-4","Wasif AfzalAhmad Nauman GhaziJuha ItkonenRichard TorkarAnneliese AndrewsKhurram Bhatti","2015","http://link.springer.com/article/10.1007/s10664-014-9301-4","Article"
"A research framework for building SPI proposals in small organizations: the COMPETISOFT experience","Software Quality Journal","","24","3","10.1007/s11219-015-9278-2","Francisco J. PinoFelíx GarcíaMario PiattiniHanna Oktaba","2016","http://link.springer.com/article/10.1007/s11219-015-9278-2","Article"
"Extended value network modelling and simulation for mass customization implementation","Journal of Intelligent Manufacturing","","23","6","10.1007/s10845-010-0493-1","Joanna DaaboulAlain BernardFlorent Laroche","2012","http://link.springer.com/article/10.1007/s10845-010-0493-1","Article"
"Fuzzy Group Decision-Making in the Measurement of Ecotourism Sustainability Potential","Group Decision and Negotiation","","22","6","10.1007/s10726-012-9305-7","Ling-Zhong LinChi-Fang Lu","2013","http://link.springer.com/article/10.1007/s10726-012-9305-7","Article"
"Marketing automation systems integration: The art and engineering to make it all work seamlessly","Journal of Direct, Data and Digital Marketing Practice","","10","3","10.1057/dddmp.2008.39","David KeensDavid Barker","2009","http://link.springer.com/article/10.1057/dddmp.2008.39","Article"
"Assisting requirements analysts to find latent concerns with REAssistant","Automated Software Engineering","","23","2","10.1007/s10515-014-0156-0","Alejandro RagoClaudia MarcosJ. Andres Diaz-Pace","2016","http://link.springer.com/article/10.1007/s10515-014-0156-0","Article"
"Simulation optimization","Design and Analysis of Simulation Experiments","","","","10.1007/978-0-387-71813-2_4","Jack P.C. Kleijnen","2008","http://link.springer.com/chapter/10.1007/978-0-387-71813-2_4","Chapter"
"Reference Model for Operation and Reconfiguration of a Network for Subway Construction","Collaborative Systems for Reindustrialization","","","","10.1007/978-3-642-40543-3_23","Larissa AraújoFábio Müller Guerrini","2013","http://link.springer.com/chapter/10.1007/978-3-642-40543-3_23","Chapter"
"A dynamic capabilities-based entrepreneurial theory of the multinational enterprise","Journal of International Business Studies","","45","1","10.1057/jibs.2013.54","David J Teece","2014","http://link.springer.com/article/10.1057/jibs.2013.54","Article"
"Investigating the effects of personality traits on pair programming in a higher education setting through a family of experiments","Empirical Software Engineering","","19","3","10.1007/s10664-012-9238-4","Norsaremah SallehEmilia MendesJohn Grundy","2014","http://link.springer.com/article/10.1007/s10664-012-9238-4","Article"
"Challenges and future perspectives for the life cycle of manufacturing networks in the mass customisation era","Logistics Research","","9","1","10.1007/s12159-015-0129-0","D. Mourtzis","2016","http://link.springer.com/article/10.1007/s12159-015-0129-0","Article"
"The role of Benchmarking in the Management of Change process Some reflections from the TIME GUIDE project","Benchmarking — Theory and Practice","","","","10.1007/978-0-387-34847-6_6","J. ColomR. SmedsS. KleinhansG. DoumeingtsM. Bitton","1995","http://link.springer.com/chapter/10.1007/978-0-387-34847-6_6","Chapter"
"An efficient algorithm to solve a multi-objective robust aggregate production planning in an uncertain environment","The International Journal of Advanced Manufacturing Technology","","58","5 - 8","10.1007/s00170-011-3396-1","Seyed Mohamad Javad Mirzapour Al-e-HashemMir Bahador AryanezhadSeyed Jafar Sadjadi","2012","http://link.springer.com/article/10.1007/s00170-011-3396-1","Article"
"Organizing User Interface Patterns for e-Government Applications","Engineering Interactive Systems","","","","10.1007/978-3-540-92698-6_36","Florence PonticoMarco WincklerQuentin Limbourg","2008","http://link.springer.com/chapter/10.1007/978-3-540-92698-6_36","Chapter"
"Business And Strategic Planning","Distribution Planning and Control","","","","10.1007/978-1-4419-8939-0_3","David Frederick Ross","2004","http://link.springer.com/chapter/10.1007/978-1-4419-8939-0_3","Chapter"
"Social CRM as a business strategy","Journal of Database Marketing & Customer Strategy Management","","18","1","10.1057/dbm.2011.7","Neil WoodcockAndrew GreenMichael Starkey","2011","http://link.springer.com/article/10.1057/dbm.2011.7","Article"
"Task-driven manufacturing cloud service proactive discovery and optimal configuration method","The International Journal of Advanced Manufacturing Technology","","84","1 - 4","10.1007/s00170-015-7731-9","Yingfeng ZhangDong XiRui LiShudong Sun","2016","http://link.springer.com/article/10.1007/s00170-015-7731-9","Article"
"A Model Driven Approach for XML Database Development","Conceptual Modeling – ER 2004","","","","10.1007/978-3-540-30464-7_58","Belén VelaCésar J. AcuñaEsperanza Marcos","2004","http://link.springer.com/chapter/10.1007/978-3-540-30464-7_58","Chapter"
"An integrated analytic network process with mixed-integer non-linear programming to supplier selection and order allocation","The International Journal of Advanced Manufacturing Technology","","49","9 - 12","10.1007/s00170-009-2445-5","Jafar RazmiHamed Rafiei","2010","http://link.springer.com/article/10.1007/s00170-009-2445-5","Article"
"Towards a Capability-Based Decision Support System for a Manufacturing Shop","Collaborative Systems for Reindustrialization","","","","10.1007/978-3-642-40543-3_24","Reza Vatankhah Barenji","2013","http://link.springer.com/chapter/10.1007/978-3-642-40543-3_24","Chapter"
"Transportation","Distribution Planning and Control","","","","10.1007/978-1-4419-8939-0_12","David Frederick Ross","2004","http://link.springer.com/chapter/10.1007/978-1-4419-8939-0_12","Chapter"
"New Collaborative Organizations and their Research Needs","Processes and Foundations for Virtual Organizations","","","","10.1007/978-0-387-35704-1_1","Luis M. Camarinha-Matos","2004","http://link.springer.com/chapter/10.1007/978-0-387-35704-1_1","Chapter"
"Rapid and cost-effective manufacturing of high-integrity aerospace components","The International Journal of Advanced Manufacturing Technology","","27","7 - 8","10.1007/s00170-004-2251-z","Vinesh RajaShujun ZhangJohn GarsideChris RyallDavid Wimpenny","2006","http://link.springer.com/article/10.1007/s00170-004-2251-z","Article"
"Autonomous Behaviour in Automated Manufacturing Systems","The International Journal of Advanced Manufacturing Technology","","20","5","10.1007/s001700200167","H.-H. Huang","2002","http://link.springer.com/article/10.1007/s001700200167","Article"
"Human-centred appraoches to control and information technology: European experiences","AI & SOCIETY","","12","1 - 2","10.1007/BF01179772","Dietrich BrandtJanko Cernetic","1998","http://link.springer.com/article/10.1007/BF01179772","Article"
"Identifying and Modelling Complex Workflow Requirements in Web Applications","Current Trends in Web Engineering","","","","10.1007/978-3-642-35623-0_15","Mario Matias UrbietaGustavo RossiSilvia GordilloWieland SchwingerWerner RetschitzeggerMaría José Escalona","2012","http://link.springer.com/chapter/10.1007/978-3-642-35623-0_15","Chapter"
"Web-based distributed manufacturing control systems","The International Journal of Advanced Manufacturing Technology","","25","5 - 6","10.1007/s00170-003-1805-9","Ming Piao TsaiJames T. Lin","2005","http://link.springer.com/article/10.1007/s00170-003-1805-9","Article"
"Strategy and The Posts","Current Directions in Postal Reform","","","","10.1007/978-1-4615-4481-4_22","Robert A. F. Reisner","2000","http://link.springer.com/chapter/10.1007/978-1-4615-4481-4_22","Chapter"
"Logistics and Supply Chain Management for Mass Customization","Mass Customization","","","","10.1007/978-1-4419-9015-0_4","Charu ChandraJānis Grabis","2004","http://link.springer.com/chapter/10.1007/978-1-4419-9015-0_4","Chapter"
"Supplier Relationship Management","Distribution Planning and Control","","","","10.1007/978-1-4419-8939-0_10","David Frederick Ross","2004","http://link.springer.com/chapter/10.1007/978-1-4419-8939-0_10","Chapter"
"Designing service systems by bridging the “front stage” and “back stage”","Information Systems and e-Business Management","","7","4","10.1007/s10257-008-0106-0","Robert J. GlushkoLindsay Tabas","2009","http://link.springer.com/article/10.1007/s10257-008-0106-0","Article"
"Coherent Models of Processes and Human Systems","Knowledge Sharing in the Integrated Enterprise","","","","10.1007/0-387-29766-9_12","R. H. Weston","2005","http://link.springer.com/chapter/10.1007/0-387-29766-9_12","Chapter"
"Supply Chain Inventory Management","Competing Through Supply Chain Management","","","","10.1007/978-1-4757-4816-1_6","David Frederick Ross","1998","http://link.springer.com/chapter/10.1007/978-1-4757-4816-1_6","Chapter"
"Manufacturing supply chain design and evaluation","The International Journal of Advanced Manufacturing Technology","","25","1 - 2","10.1007/s00170-003-1791-y","Ge WangSamuel H. HuangJohn P. Dismukes","2005","http://link.springer.com/article/10.1007/s00170-003-1791-y","Article"
"Designing a supply network artifact for data, process, and people integration","Information Systems and e-Business Management","","14","3","10.1007/s10257-015-0296-1","Norbert KoppenhagenBenjamin MuellerAlexander MaedcheYe LiStephanie Hiller","2016","http://link.springer.com/article/10.1007/s10257-015-0296-1","Article"
"Aricon Initiative: Barriers in Adopting the Virtual Enterprise Approach in the New Product Development (NPD) Context","Processes and Foundations for Virtual Organizations","","","","10.1007/978-0-387-35704-1_13","Roxana BelecheanuKulwant S. PawarJohann c. k. h. RiedelRoberto SantoroMarco Conte","2004","http://link.springer.com/chapter/10.1007/978-0-387-35704-1_13","Chapter"
"Advances in Measurement systems integration","Computer Applications in Production and Engineering","","","","10.1007/978-0-387-35291-6_36","J. LennerFrancis E. Plonka Ph.D.D. Carnahan P.E.Raja Jaikumar CMfgT.","1997","http://link.springer.com/chapter/10.1007/978-0-387-35291-6_36","Chapter"
"Intelligent distributed production control","Journal of Intelligent Manufacturing","","23","6","10.1007/s10845-011-0601-x","André ThomasDamien TrentesauxPaul Valckenaers","2012","http://link.springer.com/article/10.1007/s10845-011-0601-x","Article"
"Issues on the anthropocentric production systems","Balanced Automation Systems","","","","10.1007/978-0-387-34910-7_12","Ilona KovácsAntónio Brandão Moniz","1995","http://link.springer.com/chapter/10.1007/978-0-387-34910-7_12","Chapter"
"State-of-the-Art and Trends of Computer-Aided Innovation Tools","Building the Information Society","","","","10.1007/978-1-4020-8157-6_40","Gaetano Cascini","2004","http://link.springer.com/chapter/10.1007/978-1-4020-8157-6_40","Chapter"
"On integration and adaptation in complex service systems","Journal of Systems Science and Systems Engineering","","17","4","10.1007/s11518-008-5087-5","James M. Tien","2008","http://link.springer.com/article/10.1007/s11518-008-5087-5","Article"
"Two-stage flow-shop scheduling problem with non-identical second stage assembly machines","The International Journal of Advanced Manufacturing Technology","","69","9 - 12","10.1007/s00170-013-5187-3","J. NavaeiS. M. T. Fatemi GhomiF. JolaiM. E. ShiraqaiH. Hidaji","2013","http://link.springer.com/article/10.1007/s00170-013-5187-3","Article"
"Experimental Development of a Prototype for Mobile Environmental Information Systems (MEIS)","Product Focused Software Process Improvement","","","","10.1007/978-3-540-24659-6_32","Ari KeronenMauri MyllyahoPasi AlataloMarkku OivoHarri AntikainenJarmo Rusanen","2004","http://link.springer.com/chapter/10.1007/978-3-540-24659-6_32","Chapter"
"A context management architecture for m-commerce applications","Central European Journal of Computer Science","","2","2","10.2478/s13537-012-0010-z","Benou PoulcheriaVassilakis Costas","2012","http://link.springer.com/article/10.2478/s13537-012-0010-z","Article"
"Enterprise Modelling","Modern Manufacturing","","","","10.1007/978-1-4471-2101-5_2","Albert W. Chan","1994","http://link.springer.com/chapter/10.1007/978-1-4471-2101-5_2","Chapter"
"Flexibility of System of Systems","Global Journal of Flexible Systems Management","","9","4","10.1007/BF03396548","Alex GorodS. Jimmy GandhiBrian SauserJohn Boardman","2008","http://link.springer.com/article/10.1007/BF03396548","Article"
"CDM predictions of creep damage initiation and growth in ferritic steel weldments in a medium-bore branched pipe under constant pressure at 590° C using a four-material weld model","Archive of Applied Mechanics","","75","8 - 9","10.1007/s00419-005-0423-4","R. MustataR.J. HayhurstD.R. HayhurstF. Vakili-Tahami","2006","http://link.springer.com/article/10.1007/s00419-005-0423-4","Article"
"A Business Rule Engine Applied to Egovernment Services Integration","Challenges of Expanding Internet: E-Commerce, E-Business, and E-Government","","","","10.1007/0-387-29773-1_11","Aqueo KamadaManuel Mendes","2005","http://link.springer.com/chapter/10.1007/0-387-29773-1_11","Chapter"
"Integrated Image Data and Medical Record Management for Rare Disease Registries. A General Framework and its Instantiation to the German Calciphylaxis Registry","Journal of Digital Imaging","","27","6","10.1007/s10278-014-9698-8","Thomas M. DesernoDaniel HaakVincent BrandenburgVerena DesernoChristoph ClassenPaula Specht","2014","http://link.springer.com/article/10.1007/s10278-014-9698-8","Article"
"Business model metrics: an open repository","Information Systems and e-Business Management","","14","2","10.1007/s10257-015-0286-3","Marikka HeikkiläHarry BouwmanJukka HeikkiläSam SolaimaniWil Janssen","2016","http://link.springer.com/article/10.1007/s10257-015-0286-3","Article"
"Reference Models of Fraunhofer DZ-SIMPROLOG","Handbook on Architectures of Information Systems","","","","10.1007/978-3-662-03526-9_29","Markus RabeKai Mertins","1998","http://link.springer.com/chapter/10.1007/978-3-662-03526-9_29","Chapter"
"Reactive Scheduling in Real Time Production Control","Modeling Manufacturing Systems","","","","10.1007/978-3-662-03853-6_5","Erzsébet SzelkeLászló Monostori","1999","http://link.springer.com/chapter/10.1007/978-3-662-03853-6_5","Chapter"
"Integrating Fuzzy Kano and Fuzzy TOPSIS for Classification of Functional Requirements in National Standardization System","Arabian Journal for Science and Engineering","","39","8","10.1007/s13369-014-1251-z","M. A. ShafiaS. Abdollahzadeh","2014","http://link.springer.com/article/10.1007/s13369-014-1251-z","Article"
"Time-Based Competition in Multistage Manufacturing: Stream-of-Variation Analysis (SOVA) Methodology—Review","International Journal of Flexible Manufacturing Systems","","16","1","10.1023/B:FLEX.0000039171.25141.a4","D. CeglarekW. HuangS. ZhouY. DingR. KumarY. Zhou","2004","http://link.springer.com/article/10.1023/B%3AFLEX.0000039171.25141.a4","Article"
"An Intelligent Data Integration Approach for Collaborative Project Management in Virtual Enterprises","World Wide Web","","9","1","10.1007/s11280-005-2322-7","S. BergamaschiG. GelatiF. GuerraM. Vincini","2006","http://link.springer.com/article/10.1007/s11280-005-2322-7","Article"
"Planning, Training and Learning in Supervision of Flexible Assembly Systems","Balanced Automation Systems","","","","10.1007/978-0-387-34910-7_7","Luís Seabra LopesLuís M. Camarinha-Matos","1995","http://link.springer.com/chapter/10.1007/978-0-387-34910-7_7","Chapter"
"Metadata-driven interactive web video assembly","Multimedia Tools and Applications","","41","3","10.1007/s11042-008-0242-z","Rene KaiserMichael HausenblasMartin Umgeher","2009","http://link.springer.com/article/10.1007/s11042-008-0242-z","Article"
"On the dataset shift problem in software engineering prediction models","Empirical Software Engineering","","17","1 - 2","10.1007/s10664-011-9182-8","Burak Turhan","2012","http://link.springer.com/article/10.1007/s10664-011-9182-8","Article"
"A framework for strategy formulation in sustainable supply chains: a case study in the electric industry","NETNOMICS: Economic Research and Electronic Networking","","17","1","10.1007/s11066-015-9098-3","María D. GraciaLuis E. Quezada","2016","http://link.springer.com/article/10.1007/s11066-015-9098-3","Article"
"Systolic Adaptive Beamforming","Radar Array Processing","","","","10.1007/978-3-642-77347-1_5","T. J. ShepherdJ. G. McWhirter","1993","http://link.springer.com/chapter/10.1007/978-3-642-77347-1_5","Chapter"
"Enterprise Integration in the User Industries — Needs and Current Solutions","Enterprise Engineering and Integration","","","","10.1007/978-3-642-60889-6_4","F. Naccari","1997","http://link.springer.com/chapter/10.1007/978-3-642-60889-6_4","Chapter"
"Decision making using a fuzzy induced linguistic ordered weighted averaging approach for evaluating risk in a supply chain","The International Journal of Advanced Manufacturing Technology","","70","1 - 4","10.1007/s00170-013-5311-4","James A. RodgerPankaj PankajStephen P. Gonzalez","2014","http://link.springer.com/article/10.1007/s00170-013-5311-4","Article"
"Tools and Methods for Risk Management in Multi-Site Engineering Projects","Knowledge and Skill Chains in Engineering and Manufacturing","","","","10.1007/0-387-23852-2_25","Mingwei ZhouLaszlo NemesCarl ReidsemaAmmar AhmedBerman Kayis","2005","http://link.springer.com/chapter/10.1007/0-387-23852-2_25","Chapter"
"Supply Chain Flexibility: A Frame Work of Research Dimensions","Global Journal of Flexible Systems Management","","14","3","10.1007/s40171-013-0039-4","Rohit Kr. SinghP. Acharya","2013","http://link.springer.com/article/10.1007/s40171-013-0039-4","Article"
"3D Technology in Design and Production","Virtual Applications","","","","10.1007/978-1-4471-3746-7_6","Anders DrejerAgnar Gudmundsson","2004","http://link.springer.com/chapter/10.1007/978-1-4471-3746-7_6","Chapter"
"A Roadmap of Manufacturing System Evolution","Evolution of Supply Chain Management","","","","10.1007/0-306-48696-2_14","Yongjiang Shi","2004","http://link.springer.com/chapter/10.1007/0-306-48696-2_14","Chapter"
"Midland: a service-oriented cluster computing infrastructure","Service Oriented Computing and Applications","","3","2","10.1007/s11761-009-0042-y","Youcef Derbal","2009","http://link.springer.com/article/10.1007/s11761-009-0042-y","Article"
"A service innovation framework for start-up firms by integrating service experience engineering approach and capability maturity model","Service Business","","10","4","10.1007/s11628-015-0294-x","K. J. WangJ. WidagdoY. S. LinH. L. YangS. L. Hsiao","2016","http://link.springer.com/article/10.1007/s11628-015-0294-x","Article"
"Application of green collaboration operation on network industry","International Journal of Precision Engineering and Manufacturing-Green Technology","","2","1","10.1007/s40684-015-0010-2","Yeh-Cheng ChenChi Nung ChuHung-Min SunRuey-Shun ChenLing-Chi ChenChia-Chen Chen","2015","http://link.springer.com/article/10.1007/s40684-015-0010-2","Article"
"Decision-aiding tools in innovative product development contexts","Research in Engineering Design","","22","2","10.1007/s00163-011-0103-z","Francesca Montagna","2011","http://link.springer.com/article/10.1007/s00163-011-0103-z","Article"
"Rationality, Culture and Politics of Production","Shop Floor Control — A Systems Perspective","","","","10.1007/978-3-642-60313-6_3","Manfred Moldaschl","1998","http://link.springer.com/chapter/10.1007/978-3-642-60313-6_3","Chapter"
"An Overview of Manufacturing And Supply Systems Management","Manufacturing and Supply Systems Management","","","","10.1007/978-1-4471-0753-8_1","B. Wu BSc, PhD","2000","http://link.springer.com/chapter/10.1007/978-1-4471-0753-8_1","Chapter"
"A Digital Transparent Satellite Payload Concept for Personal Mobile Satellite Communications: A VLSI Technology Review","Mobile and Personal Satellite Communications","","","","10.1007/978-1-4471-3023-9_3","J. Ventura-TravesetM. HollreiserI. StojkovicF. Petz","1995","http://link.springer.com/chapter/10.1007/978-1-4471-3023-9_3","Chapter"
"On guiding the augmentation of an automated test suite via mutation analysis","Empirical Software Engineering","","14","3","10.1007/s10664-008-9083-7","Ben H. SmithLaurie Williams","2009","http://link.springer.com/article/10.1007/s10664-008-9083-7","Article"
"F","Communications Standard Dictionary","","","","10.1007/978-1-4615-6672-4_6","Martin H. Weik DSc.","1989","http://link.springer.com/chapter/10.1007/978-1-4615-6672-4_6","Chapter"
"Development of real-time PCR method for the detection and the quantification of a new endogenous reference gene in sugar beet “Beta vulgaris L.”: GMO application","Plant Cell Reports","","32","1","10.1007/s00299-012-1346-5","Maher ChaouachiAkram AlayaImen Ben Haj AliAhmed Ben HafsaNesrine NabiAurélie BérardMarcel RomaniukFethia SkhiriKhaled Saïd","2013","http://link.springer.com/article/10.1007/s00299-012-1346-5","Article"
"Modeling customized product configuration in large assembly manufacturing with supply-chain considerations","International Journal of Flexible Manufacturing Systems","","19","4","10.1007/s10696-008-9041-0","Roberto F. LuThomas D. PetersenRichard L. Storch","2007","http://link.springer.com/article/10.1007/s10696-008-9041-0","Article"
"Abstracts der 6. Jahrestagung Deutsche Gesellschaft Interdisziplinäre Notfallaufnahme (DGINA) e. V.","Notfall +  Rettungsmedizin","","14","1","10.1007/s10049-011-1522-0","","2011","http://link.springer.com/article/10.1007/s10049-011-1522-0","Article"
"Supporting the Creation of Virtual Enterprises Using Mobile Agents","Collaborative Business Ecosystems and Virtual Enterprises","","","","10.1007/978-0-387-35585-6_40","Silvia Simões-CostaRicardo J. Rabelo","2002","http://link.springer.com/chapter/10.1007/978-0-387-35585-6_40","Chapter"
"Reliability analysis on civil engineering project based on integrated adaptive simulation annealing and gray correlation method","Frontiers of Structural and Civil Engineering","","10","4","10.1007/s11709-016-0361-y","Xiao-ping BaiYa-nan Liu","2016","http://link.springer.com/article/10.1007/s11709-016-0361-y","Article"
"Teacher development with mobiles: Comparative critical factors","PROSPECTS","","44","1","10.1007/s11125-013-9292-8","Karl RoyleSarah StagerJohn Traxler","2014","http://link.springer.com/article/10.1007/s11125-013-9292-8","Article"
"Evolutionistic or revolutionary paths? A PACS maturity model for strategic situational planning","International Journal of Computer Assisted Radiology and Surgery","","5","4","10.1007/s11548-010-0414-y","Rogier van de WeteringRonald BatenburgReeva Lederman","2010","http://link.springer.com/article/10.1007/s11548-010-0414-y","Article"
"An integrated modeling method for assessment of quality systems applied to aerospace manufacturing supply chains","Journal of Intelligent Manufacturing","","23","4","10.1007/s10845-010-0447-7","Khir HarunKai Cheng","2012","http://link.springer.com/article/10.1007/s10845-010-0447-7","Article"
"Integrating marketing and information services functions: a complementarity and competence perspective","Journal of the Academy of Marketing Science","","39","5","10.1007/s11747-010-0236-z","Cheryl NakataZhen ZhuElif Izberk-Bilgin","2011","http://link.springer.com/article/10.1007/s11747-010-0236-z","Article"
"Electrochemistry of CPs","Conducting Polymers, Fundamentals and Applications","","","","10.1007/978-1-4615-5245-1_4","Prasanna Chandrasekhar","1999","http://link.springer.com/chapter/10.1007/978-1-4615-5245-1_4","Chapter"
"A decision support system for analysis of effects of timely fulfillment of customer demand in supply chain management practices","The International Journal of Advanced Manufacturing Technology","","61","5 - 8","10.1007/s00170-011-3724-5","Darshan KumarJagdev SinghOmpal SinghSeema","2012","http://link.springer.com/article/10.1007/s00170-011-3724-5","Article"
"A Web-Based System for Interface Management of Metro Equipment Engineering","Journal of Intelligent & Robotic Systems","","79","3 - 4","10.1007/s10846-014-0121-y","Q. Q. JuL. Y. Ding","2015","http://link.springer.com/article/10.1007/s10846-014-0121-y","Article"
"Development of an intelligent agent-based AGV controller for a flexible manufacturing system","The International Journal of Advanced Manufacturing Technology","","36","7 - 8","10.1007/s00170-006-0892-9","Sharad Chandra SrivastavaAlok Kumar ChoudharySurendra KumarM. K. Tiwari","2007","http://link.springer.com/article/10.1007/s00170-006-0892-9","Article"
"Prototype system for pursuing firm’s core capability","Information Systems Frontiers","","15","3","10.1007/s10796-011-9341-x","Chinho LinMing-Lung HsuDavid C. YenPing-Jung HsiehHua-Ling TsaiTsung-Hsien Kuo","2013","http://link.springer.com/article/10.1007/s10796-011-9341-x","Article"
"The Link to the ‘Real World’: Information, Knowledge and Experience for Decision Making","Shop Floor Control — A Systems Perspective","","","","10.1007/978-3-642-60313-6_9","Jürgen FleigRobert Schneider","1998","http://link.springer.com/chapter/10.1007/978-3-642-60313-6_9","Chapter"
"Governance of global supply chains vulnerability by business-based interorganizational information platform","Journal of Systems Science and Systems Engineering","","22","1","10.1007/s11518-013-5211-z","Zhenyu LiuWeiqing Zhuang","2013","http://link.springer.com/article/10.1007/s11518-013-5211-z","Article"
"A genetic algorithm for solving no-wait flexible flow lines with due window and job rejection","The International Journal of Advanced Manufacturing Technology","","42","5 - 6","10.1007/s00170-008-1618-y","Fariborz JolaiShaya SheikhMassoud RabbaniBehrooz Karimi","2008","http://link.springer.com/article/10.1007/s00170-008-1618-y","Article"
"Tables with More Structure","Analyzing Categorical Data","","","","10.1007/978-0-387-21727-7_7","Jeffrey S. Simonoff","2003","http://link.springer.com/chapter/10.1007/978-0-387-21727-7_7","Chapter"
"Threshold quality parameters in hybrid higher education","Higher Education","","68","4","10.1007/s10734-014-9729-x","Hamish CoatesMarian Mahat","2014","http://link.springer.com/article/10.1007/s10734-014-9729-x","Article"
"A domain-specific decision support system for knowledge discovery using association and text mining","Knowledge and Information Systems","","31","3","10.1007/s10115-011-0409-1","Dnyanesh RajpathakRahul ChougulePulak Bandyopadhyay","2012","http://link.springer.com/article/10.1007/s10115-011-0409-1","Article"
"Real-Time Path Planning Algorithm for Autonomous Border Patrol: Design, Simulation, and Experimentation","Journal of Intelligent & Robotic Systems","","75","3 - 4","10.1007/s10846-013-9841-7","George LauHugh H. T. Liu","2014","http://link.springer.com/article/10.1007/s10846-013-9841-7","Article"
"Der Arbeitsmarkt für IT-Fachleute in Deutschland","Informatik-Spektrum","","39","4","10.1007/s00287-016-0980-7","","2016","http://link.springer.com/article/10.1007/s00287-016-0980-7","Article"
"An Integrated Framework for Service Quality, Customer Value, Satisfaction: Evidence from China's Telecommunication Industry","Information Systems Frontiers","","6","4","10.1023/B:ISFI.0000046375.72726.67","Yonggui WangHing-Po LoYongheng Yang","2004","http://link.springer.com/article/10.1023/B%3AISFI.0000046375.72726.67","Article"
"Experience Based Energy Efficient Reactive Routing Protocol (EXERP) for Mobile Ad-Hoc Networks","Arabian Journal for Science and Engineering","","39","2","10.1007/s13369-013-0813-9","Anuradha BanerjeeParamartha DuttaSubhankar Ghosh","2014","http://link.springer.com/article/10.1007/s13369-013-0813-9","Article"
"Time indeterminacy and spatio-temporal building transformations: an approach for architectural heritage understanding","International Journal on Interactive Design and Manufacturing (IJIDeM)","","4","1","10.1007/s12008-009-0085-5","Chiara StefaniLivio De LucaPhilippe VéronMichel Florenzano","2010","http://link.springer.com/article/10.1007/s12008-009-0085-5","Article"
"Mathematical Programming for Earth Observation Satellite Mission Planning","Operations Research in Space and Air","","","","10.1007/978-1-4757-3752-3_7","Virginie GabrelCécile Murat","2003","http://link.springer.com/chapter/10.1007/978-1-4757-3752-3_7","Chapter"
